,,,,,,,,,,,
,売上,13167500,進捗率,目標,▲支出,3449881,,3メディア売上,①Tik+Insta+Yts,②RC経由,請求（①-②）
,TikTok売上,12417500,0.8782807242,14138418,▲投稿制作費（外注費、コスメ代）,854395,,モテコスメちゃん,1218000,0,1218000
,モテコスメちゃん,1118000,0.5656406209,1976520.0,▲販管費,2595486.0,,ビビちゃん,1548000,350000,1198000
,ビビちゃん,1548000,0.7166467598,2160060.0,,,,美容探偵,1116000,250000,866000
,美容探偵,1116000,0.8383740951,1331148.0,粗利,,,合計,3882000,600000,3282000
,突撃ちゃん,808000,0.9765530578,827400.0,12313105,,,,,,
,肌コミちゃん,618000,0.6288156288,982800.0,営業利益,,,制作原価,854395,3メディア分,284798.3333
,コスメ怪獣ちゃん,883000,0.9881931621,893550.0,9717619,,0.7892094642,,,,
,韓国オンニ,1316000,1.656095842,794640.0,,,,,,,
,成分オタクちゃん,1803500,0.60267335,2992500.0,目標,,,売上報告,True,担当：吉谷,
,コスメ女子会ズ,1891000,1.845238095,1024800.0,,,,制作原価請求,True,担当：吉谷,
,コスメ語りたい倶楽部,1316000,2.088888889,630000.0,10113487.0,,,,,,
,新規,0.0,0,525000.0,,,,,,,
,Instagram売上,100000,,,,,,,,,
,YouTube売上,150000,,,0.9608574174,,,,,,
,運用代行,500000.0,,,,,,,,,
,,,,,,,,,,,
Month,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,モテコスメちゃん,花王Essentialプレミアムシリーズ,ウィングリット,,投稿制作費,300000.0,請求書送付済,,NADESIKO,,
2507.0,モテコスメちゃん,花王Essentialプレミアムシリーズ,ウィングリット,,二次利用費,200000.0,請求書送付済,,,,
2507.0,モテコスメちゃん,ボディスクラブ アンレーベルラボ,ena,,投稿制作費,310000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,モテコスメちゃん,ボディウォッシュ アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,ビビちゃん,ナチュリエ,トレンダーズ,7月発生8月払い,投稿制作費,400000.0,請求書送付済,,NADESIKO,上原,
2507.0,ビビちゃん,ナチュリエ,トレンダーズ,,二次利用費,180000.0,請求書送付済,,,,
2507.0,ビビちゃん,マトメージュ・オム,デジタルガレージ,,投稿制作費,350000.0,投稿完了,,ライスカレー,,
2507.0,ビビちゃん,ボディスクラブ アンレーベルラボ,ena,,投稿制作費,310000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,ビビちゃん,ボディウォッシュ アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,ビビちゃん,,,,,,,,,,
2507.0,ビビちゃん,,,,,,,,,,
2507.0,ビビちゃん,,,,,,,,,,
2507.0,ビビちゃん,,,,,,,,,,
2507.0,ビビちゃん,,,,,,,,,,
2507.0,ビビちゃん,,,,,,,,,,
2507.0,ビビちゃん,,,,,,,,,,
2507.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,美容探偵,ストレイン,Natee,,投稿制作費,250000.0,請求書送付済,,NADESIKO,,
2507.0,美容探偵,マトメージュ・オム,デジタルガレージ,,投稿制作費,250000.0,投稿完了,,ライスカレー,,
2507.0,美容探偵,ボディウォッシュ アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,美容探偵,EXエッセンス アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,美容探偵,,,,,,,,,,
2507.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,突撃ちゃん,タイムシークレット,株式会社ショービズ,,投稿制作費,300000.0,請求書送付済,SAあり,NADESIKO,,
2507.0,突撃ちゃん,ストレイン,Natee,,投稿制作費,200000.0,請求書送付済,,NADESIKO,吉谷,
2507.0,突撃ちゃん,ボディスクラブ アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,吉谷,
2507.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,肌コミちゃん,EXエッセンス アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,肌コミちゃん,ボディウォッシュ アンレーベルラボ,ena,,投稿制作費,310000.0,請求書送付済,成果保証PKG,NADESIKO,吉谷,
2507.0,肌コミちゃん,,,,,,,,,,
2507.0,肌コミちゃん,,,,,,,,,,
2507.0,肌コミちゃん,,,,,,,,,,
2507.0,肌コミちゃん,,,,,,,,,,
2507.0,肌コミちゃん,,,,,,,,,,
2507.0,肌コミちゃん,,,,,,,,,,
2507.0,肌コミちゃん,,,,,,,,,,
2507.0,肌コミちゃん,,,,,,,,,,
2507.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,コスメ怪獣ちゃん,バイワンシー,直クラ,,投稿制作費,575000.0,請求書送付済,二次利用、YT・IG転載,NADESIKO,吉谷,
2507.0,コスメ怪獣ちゃん,ボディスクラブ アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,,,,,,,,,,,
2507.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,韓国オンニ,ストレイン,Natee,,投稿制作費,250000.0,請求書送付済,,NADESIKO,,
2507.0,韓国オンニ,skim,直クラ,5月発生6月払い,投稿制作費,450000.0,投稿完了,,NADESIKO,齊藤,
2507.0,韓国オンニ,ボディウォッシュ アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,吉谷,
2507.0,韓国オンニ,EXエッセンス アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,成分オタクちゃん,イプサ,CCPR,7月発生9月払い,投稿制作費,300000.0,請求書送付済,,NADESIKO,,
2507.0,成分オタクちゃん,マキアージュ,FOR YOU,7月発生9月払い,投稿制作費,460000.0,請求書送付済,,NADESIKO,吉谷,7月予定
2507.0,成分オタクちゃん,マキアージュ,FOR YOU,,二次利用費,100000.0,請求書送付済,サイネージ,,,7月予定
2507.0,成分オタクちゃん,LUX,Natee,,二次利用費,87500.0,請求書送付済,shop,,,
2507.0,成分オタクちゃん,CNP,Greed,,二次利用費,240000.0,請求書送付済,3ヶ月間(meta納品),NADESIKO,,
2507.0,成分オタクちゃん,ボディウォッシュ アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,成分オタクちゃん,EXエッセンス アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,女子会ズ,メディキューブ,APR,,投稿制作費,400000.0,請求書送付済,2/3投稿目　SAあり,NADESIKO,,
2507.0,女子会ズ,ストレイン,Natee,,投稿制作費,400000.0,請求書送付済,,NADESIKO,,
2507.0,女子会ズ,ダーマファーム,ビジョンスリー,,投稿制作費,400000.0,請求書送付済,,,,
2507.0,女子会ズ,LUX,Natee,,二次利用費,75000.0,請求書送付済,shop,,,
2507.0,女子会ズ,ボディスクラブ アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,女子会ズ,EXエッセンス アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,語りたい倶楽部,バイワンシー,直クラ,,投稿制作費,500000.0,請求書送付済,二次利用,NADESIKO,吉谷,
2507.0,語りたい倶楽部,FUNNY ELVES,直クラ,,投稿制作費,200000.0,請求書送付済,3万回の再生保証,NADESIKO,,
2507.0,語りたい倶楽部,ボディスクラブ アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,語りたい倶楽部,EXエッセンス アンレーベルラボ,ena,,投稿制作費,308000.0,請求書送付済,成果保証PKG,NADESIKO,,
2507.0,Instagramタイアップ,,,,,,,,,,
2507.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,モテコスメちゃん,dejavu(デジャヴュ)「フィルム眉カラー」【限定色ムーンアッシュ】,スパイスボックス,6月発生7月払い,IGリール,100000.0,請求書送付済,,NADESIKO,五十嵐,
2507.0,YouTubeタイアップ,,,,,,,,,,
2507.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2507.0,コスメ怪獣ちゃん,タイムシークレット,株式会社ショービズ,,YTS,150000.0,請求書送付済,二次利用あり,NADESIKO,五十嵐,
,,,,,,,,,,,
,,,,,,,,,,,
