(千円）実績と予算➡ 韓国案件を含む,実績,実績.1,実績.2,実績.3,実績.4,見込み,見込み.1,見込み.2,見込み.3,見込み.4,見込み.5,見込み.6
人件費,7936.6789,7956.04739999999,7758.4989,10319.9669,10074.5598999999,9631.799,8560.4545,8155.2845,8353.18,8015.4605,8943.41599999999,9001.60472
その他販管費,63155.9167309882,54882.0264344604,52335.5266358795,40373.2971930481,44221.8428311121,41601.1243922027,46335.4379192177,49655.4362946934,39562.0059504282,33118.2125879669,43424.4533902983,39239.228
管理部門コスト,4020.10013814609,4886.81053009344,4591.00963482173,6381.17984229413,8825.77833867154,7860.40597753709,8375.41633401497,7830.42832364986,7204.52903302828,6756.09389070569,10692.3793423925,8915.3289863346
エンジニアコスト,3628.68307553968,4092.33111666055,3301.34135988506,3370.55247661338,3612.43514067319,3799.51180540125,3307.50607491167,3189.86013709905,3060.7159945689,2762.64270895159,2959.73438131563,2927.69769494538
営業利益,28134.6615911517,30934.9752071766,64594.271430169,46722.4506954556,8619.38378954316,13245.1588248588,12804.1851718556,11519.9907445576,19289.5690219745,29482.5903123757,17843.0168859934,30179.14059872
粗利率,0.239991812309004,0.251498312470877,0.267107082357289,0.303860283141795,0.783501081350856,0.781680235721692,0.774611879275182,0.77263548598023,0.778694703830651,0.773071060603137,0.765928104336389,0.755282028968529
営業利益率,0.0738256741268875,0.0824885427795477,0.130271139125885,0.119975175060516,0.0896209427460402,0.135983068538534,0.12494203971327,0.110773402290065,0.193890347703464,0.284421755314357,0.162961831786737,0.252526090911312
1人当たり粗利益,2208.07697595633,2240.08726231568,3170.49071742878,2954.70873768114,4298.32540579513,4302.54614499294,4709.8565855997,5445.69419368131,5183.50120627194,5385.56385277554,4928.2087646031,4605.25510204081
1人当たり営業利益,679.243052942767,734.722758781311,1546.2841108609,1166.62728801154,491.664892704994,748.48179676004,759.68249946339,780.753776666127,1290.66095642017,1981.41102729794,1048.54479573249,1539.75207136326
"人数(正社員=1,Intern&Part Time=0.3)",13.5456066666666,13.8070966666666,13.7974766666666,17.7191,17.5310133333333,17.6960333333333,16.8546533333333,14.7549599999999,14.9454966666666,14.8795933333333,17.0169333333333,19.6
前月比_売上,0.850882704174609,0.984060651099916,1.32217716598074,0.785395536398761,0.246963339141422,1.01275786058892,1.05213391784647,1.01478322811057,0.956642563175506,1.04192507563802,1.05628123251461,1.0914861359734
前月比_粗利,0.719290109325511,1.03124181920824,1.40423560577744,0.893463804711866,0.636792809085314,1.01040422538949,1.04261997951088,1.01219404658428,0.964144814625829,1.03440041306312,1.04652149497722,1.0763149422272
前月比_人件費,1.17627272321871,1.01021361575806,0.980742621552379,1.03763611916768,0.976220175667423,0.956051588913576,0.888770052198971,0.952669569121592,1.0242659222986,0.959569948211339,1.11577070338004,1.0065063192856
前月比_販管費(人件費以外),0.927543583922664,0.89627355002397,1.27459109237041,1.07797882405113,1.09532403607418,0.940737014309463,1.11380253770021,1.07165138659666,0.796730608017155,0.837121672482041,1.3111955627121,0.903620539499216
,,,,,,,,,,,,
CG,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
売上高,110162.061,99767.674,118109.416,94643.509,59516.436,60033.296,64191.494,66342.568,70301.661,71889.161,75954.939,77856.011
原価,27432.204,27601.269,39656.807,35993.452,39677.55043,39009.78212,40629.06332,41243.70235,43157.54504,43690.3313799999,45691.02854,46335.38649
粗利,82729.857,72166.405,78452.609,58650.057,19838.88557,21023.51388,23562.43068,25098.86565,27144.11596,28198.82962,30263.91046,31520.62451
人件費,4345.989,4305.872,4483.656,4464.374,4139.34,2953.362,2971.184,2588.79299999999,2182.91399999999,2103.60399999999,2192.83,2732.66666666666
その他販管費,7172.837,11004.462,7537.526,6165.724,15987.06,5922.518,6087.836,5463.27,16882.912,3454.149,27689.096,21062.114
管理部門コスト,2193.32221770397,2628.60218343499,2527.30280971693,2747.22905145017,4082.38715491212,2292.25429747267,2584.13203655668,2790.48811983033,2137.80445092513,1903.80547659252,2373.96424064555,2365.29136372142
エンジニアコスト,1077.24388079511,973.244984350491,977.460833809788,926.609420793781,989.073535084432,852.565202283759,894.164868515138,890.142062271555,1217.52136512608,1200.62240089138,1165.47367373436,1194.53914658394
営業利益,3988.47815532592,349.189518785569,10466.2324694136,-1794.93941195566,-5358.97511999656,9002.81438024356,11025.1137749281,13366.1724678981,4722.96414394878,19536.648742516,-3157.45345437993,4166.01333302796
粗利率,0.750983199197771,0.723344567499889,0.664236702347254,0.619694447296961,0.333334569462459,0.35019756169976,0.367064687417931,0.378322190512733,0.386109169739247,0.392254259581635,0.398445589693647,0.404857943595389
営業利益率,0.0362055513406373,0.00350002665979332,0.0886147169622246,-0.0189652669361156,-0.0900419359787699,0.14996368648897,0.171753500158886,0.201472039308127,0.0671814019294477,0.271760700372008,-0.0415700874222271,0.0535092060268533
1人当たり粗利益,6107.50474569614,5226.76176912887,5686.0113552164,3309.9907444509,2446.52174061384,4073.91121443109,4530.97817111716,4773.32931945603,6120.72642953137,6725.32267465895,8010.21054126781,7004.58322444444
1人当たり営業利益,294.448100662841,25.290582605146,758.561345836447,-101.29969422576,-660.866211069146,1744.55453424495,2120.09323344915,2541.99308525021,1064.98113639786,4659.4226975187,-835.710473610639,925.78074067288
"人数(正社員=1,Intern&Part Time=0.3)",7.39033333333333,7.4268,7.59536666666666,7.62843666666666,8.10901666666666,5.16052333333333,5.20029666666666,5.25814666666666,4.43478666666666,4.19293333333333,3.77816666666666,4.5
前月比_売上,0.978383432804007,0.905644584844867,1.18384453866289,0.801320607664337,0.628848577455005,1.00868432377234,1.0692648626189,1.03351026539435,1.0596765111655,1.02258125878419,1.05655620323625,1.02502894512231
前月比_粗利,0.992714604557399,0.872313909596144,1.08710706872539,0.7475858068659,0.33825858975721,1.05971244230529,1.12076557774746,1.06520698101423,1.0814877587904,1.03885606963786,1.07323285639256,1.04152517076935
前月比_人件費,0.949704307765944,1.00244037843083,0.975170019726126,1.33014994691821,0.92719382381494,0.713486207946194,1.0060344786721,0.871300128164394,0.843216896831844,0.96366783116513,1.04241577787454,1.24618263461675
前月比_販管費(人件費以外),1.06012550325625,0.868992634027143,0.953600477897406,0.771431946676343,2.59289257838982,0.37045698208426,1.0279134651849,0.897407551714599,3.09025766619625,0.204594385139246,8.01618459423725,0.760664559074084
,,,,,,,,,,,,
D2C Creator,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
売上高,264694.266744113,253960.580561112,186855.35301314,103589.104062071,151600,180200,116700,188000,156500,153500,176500,242000
原価,202530.054527049,196753.58408668,131375.251568117,71639.7244318006,59752,77165,48335,74130,58646,60580,68020,150089
粗利,62164.2122170647,57206.9964744315,55480.1014450223,31949.379630271,91848,103035,68365,113870,97854,92920,108480,91911
人件費,18412.126,17937.853,18985.847,18885.3932,18359.9594,17199.4176,19417.9698,15810.0358,15484.4959999999,13453.8888,14214.9516,13876.3191693333
その他販管費,23844.018,29435.612,35786.3239999999,27419.486,23188.202,35968.773,20793.998,28303.654,37745.581,31510.881,39411.329,44815
ロイヤリティ,21295.885,21522.37,28739.516,21876.924,18152.914,32274.481,12615.287,18579.606,34916.278,15318.928,22311.35,28000
管理部門コスト,8010.16192176675,10114.6276993425,9566.35261576512,10236.8158697201,14315.888905626,12272.3111140001,14143.0919566367,14055.360638666,11645.0468316567,9728.23742463902,13632.62029377,12417.7796595374
エンジニアコスト,5032.11464226986,5554.40188890499,6072.69652595711,6329.68489935381,6525.20489735886,6864.67867260398,3804.59586527539,4456.66015253649,3769.70913925958,2880.93201810991,3456.37679061309,3369.00598266086
営業利益,-14430.0933469718,-27357.868113816,-43670.6346966998,-52798.9243388028,11305.8307970151,-1544.66138660412,-2409.94262191212,32664.6834087974,-5707.11097091632,20027.132757251,15453.3723156168,-10567.1048115316
粗利率,0.178979396498844,0.150790391256925,0.213823982868106,0.170340725675682,0.605857519788918,0.571781354051054,0.585818337617823,0.605691489361702,0.625265175718849,0.605342019543973,0.614617563739376,0.379797520661157
営業利益率,8411.55728885455,7702.77864954374,7304.46650962943,4188.19491153116,0.0745767202969334,-0.00857192778359672,-0.020650750830438,0.173748316004241,-0.0364671627534589,0.130469920242677,0.0875545173689342,-0.0436657223617012
1人当たり粗利益,2303.23127888346,2001.80781523211,1929.7426589573,1123.97554869849,3229.96175656072,3729.30126499809,2402.0167594821,4299.46887507236,4050.72338781452,4336.9024565668,4999.92395027177,3845.64853556485
1人当たり営業利益,-534.645918746642,-957.316369909465,-1518.97859814608,-1857.46016483428,397.585152648999,-55.9082609118891,-84.6737741128234,1233.34319513671,-236.249186407746,934.736561051566,712.257433198005,-442.138276633125
"人数(正社員=1,Intern&Part Time=0.3)",26.99,28.5776666666666,28.75,28.4253333333333,28.43625,27.6285,28.4615,26.4846666666666,24.1571666666666,21.42543,21.69633,23.9
前月比_売上,0.642863030817947,0.920256115764426,0.969813219783686,0.575870966312689,1.46347438152529,1.188654353562,0.647613762486126,1.61096829477292,0.832446808510638,0.980830670926517,1.14983713355048,1.37110481586402
前月比_粗利,0.97378198521174,0.990769189705726,1.04128873315323,0.995699491664837,2.8747976036748,1.12179905931539,0.663512398699471,1.66561837197396,0.859348379731272,0.949577942649253,1.16745587602238,0.847262168141592
前月比_人件費,0.874309726962457,1.53418542760695,0.684951795008243,0.818003679191288,0.972177767524586,0.936789522530207,1.12898996068332,0.814196126723814,0.979409293937208,0.868861911940821,1.05656823921422,0.976177728901541
前月比_販管費(人件費以外),,,,,0.845683321707781,1.55116696844369,0.578112519990604,1.3611453651193,1.33359392395059,0.834823048557657,1.25072126672688,1.13710958592642
,,,,,,,,,,,,
DX / AI,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
売上高,35290.86,31833.284,22914.702,40572.907,47428.571,46857.143,53142.857,52571.429,58857.143,58285.714,64571.429,64000
原価,1270.494,1558.226,2179.453,3601.763,5928.571,5857.14299999999,6642.857,6571.42899999999,7357.14299999999,7285.714,8071.42899999999,8000
粗利,34020.366,30275.058,20735.249,36971.144,41500,41000,46500,46000,51500,51000,56500,56000
人件費,11414.181,11583.182,13502.006,11887.482,10668.612,11699.818,11807.073,11998.0809999999,11641.8805,12433.846,11114.7374999999,11724.1751466666
その他販管費,26141.518,20650.814,12057.992,13977.94,8765.322,11283.779,9675.625,12141.503,14993.273,11672.197,12510.711,11909.535
管理部門コスト,5289.60643420435,6269.77377261332,6353.3325414078,6208.51310320541,8412.16374437433,8166.41014114128,9327.69417256952,9962.26357045733,9051.240655196,8723.48466612053,11894.408054188,8551.43800730053
エンジニアコスト,3311.99225565672,2784.26390732924,2838.10974992075,2245.90174969369,2105.36830948683,2350.97046677733,2000.12821458516,2084.20798201687,2039.0985768282,1949.42988990743,2045.62461609577,2011.3843609438
営業利益,-12136.931689861,-11012.9756799425,-14016.1912913285,2651.30714710089,11548.5339461388,7499.02239208138,13689.4796128453,9813.94444752579,13774.5072679757,16221.042443972,18934.5188297161,21803.4674850889
粗利率,0.963999347139741,0.951050416287556,0.904888442363335,0.911227386294997,0.875000007906626,0.874999997332317,0.87500000235215,0.874999992866847,0.874999997876213,0.875000004289215,0.874999994192478,0.875
営業利益率,-0.343911474241803,-0.345957887346544,-0.611668058843993,0.0653467385785518,0.2434931878116,0.160040111538199,0.257597735342782,0.18667828959958,0.234032889907275,0.278302200157864,0.293233696744053,0.340679179454515
1人当たり粗利益,1908.77189635738,1709.05582396937,1085.96593768772,2144.54227881357,2483.62701308442,2230.08655092819,2477.2237478211,2450.45812912848,2742.80138904693,2654.51258464511,2984.68618269906,2978.72340425531
1人当たり営業利益,-680.963694441621,-621.692953487948,-734.069136015591,153.791299265137,691.138575184406,407.889487358294,729.288257897921,522.796955440325,733.606556660992,844.293358893851,1000.24065003732,1159.75890878132
"人数(正社員=1,Intern&Part Time=0.3)",17.8231699999999,17.7144933333333,19.09383,17.2396433333333,16.7094333333333,18.3849366666666,18.7710133333333,18.772,18.7764233333333,19.2125666666666,18.9299633333333,18.8
前月比_売上,1.11131313767477,0.902026303694497,0.719834686235953,1.77060591929146,1.16897147645841,0.987951819168239,1.13414633495687,0.98924732255174,1.1195652109818,0.990291254877933,1.10784315003844,0.991150435899444
前月比_粗利,1.1689642304917,0.889909826366947,0.684895434386946,1.78300940586727,1.122497047968,0.987951807228915,1.13414634146341,0.989247311827957,1.1195652173913,0.990291262135922,1.1078431372549,0.991150442477876
前月比_人件費,1.23423237456747,1.01480623095078,1.16565603475797,0.880423397826959,0.89746609080039,1.09665793450919,1.00916723661855,1.01617742178777,0.97031187737439,1.06802728304933,0.893909857014474,1.05483149257161
前月比_販管費(人件費以外),4.92864215686274,0.789962312058542,0.583899114097875,1.15922617961597,0.627082531474594,1.28732053425989,0.857480902452981,1.25485464763258,1.23487784008289,0.778495595991615,1.07183857503433,0.951947095572745
,,,,,,,,,,,,
Grove,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
売上高,205133.449491976,286150.167342935,311608.800058536,250661.111759251,234292.7738,201134.1229,187295.86721,272150.11465,328302.342269999,238263.64725,241018.302036201,261350.552336468
原価,96412.6939055899,141536.832928694,171886.968037024,117826.616395758,114956.22152,95256.2461,79741.27255,153309.96876,132848.618089999,110406.86222,109296.484412325,110957.34767478
粗利,108720.755586386,144613.33441424,139721.832021511,132834.495363492,119336.55228,105877.8768,107554.59466,118840.14589,195453.72418,127856.78503,131721.817623876,150393.204661688
人件費,46092.234,54635.7509999999,45518.952,41135.88,42689.7103371731,33356.145,44869.328,45330.1490851301,47123.750512927,49476.655,48715.693,58858.7676
その他販管費,40201.118,67522.821,59374.761,66093.945,74868.251,60922.409,59612.49,70659.891,73090.305,71442.736,89612.904,77766.795
管理部門コスト,14828.7957330806,17425.7832416126,19588.2509480506,20019.9669578908,32473.7057543691,29284.4573494576,32778.0095512748,36814.2938094426,33874.7451813628,31725.9512469168,34595.8561796006,28138.2678496957
エンジニアコスト,0,0,0,0,0,0,0,0,0,0,0,0
営業利益,7598.60785330609,5028.97917262767,15239.8680734606,5584.70340560187,-30695.1148115423,-17685.1345494576,-29705.2328912748,-33964.1880045728,41364.92348571,-24788.5572169169,-41202.6355557246,-14370.6257880077
粗利率,0.530000133355331,0.505375676544439,0.448388594915369,0.529936592202918,0.509347985191679,0.526404347872093,0.574249695213015,0.436671305624232,0.595346724694569,0.536618936651487,0.54652205459522,0.575446285906711
営業利益率,0.0370422662521613,0.0175746155220686,0.0489070529157001,0.0222798956184544,-0.131011786294974,-0.0879270722166342,-0.158600578505924,-0.124799462415265,0.125996431215501,-0.104038352065127,-0.170952310291921,-0.0549860165189422
1人当たり粗利益,1598.29357159365,2157.0589023289,1973.77375246139,1875.927680916,1583.87594444904,1373.84152417633,1377.26552519359,1479.46001713585,2327.43176475981,1469.30988884056,1477.59716339221,1958.24485236572
1人当たり営業利益,111.706417229139,75.0124761169669,215.285264723268,78.8688185219223,-407.396166834386,-229.477327455158,-380.383500196623,-422.825618320609,492.56690948922,-284.866166784658,-462.192964837942,-187.11752328135
"人数(正社員=1,Intern&Part Time=0.3)",68.02302,67.0419033333333,70.7891833333333,70.81003,75.3446333333333,77.0670233333333,78.0928533333333,80.3267033333333,83.9782833333333,87.0182566666666,89.14596,76.8
前月比_売上,0.546438207388836,1.39494640221573,1.08896948393215,0.804409604966755,0.934699332320154,0.858473437476542,0.931198866256621,1.4530492247587,1.20632814243791,0.725744585319007,1.01156137252994,1.08435977736335
前月比_粗利,0.617009384393191,1.33013547996669,0.966175301796738,0.950706796794947,0.898385257183712,0.887220845391763,1.01583633815369,1.10492858315979,1.64467758530786,0.654153741845575,1.03022938980492,1.14174862884998
前月比_人件費,1.08388557319223,1.18535697358474,0.833134919294877,0.903708855159934,1.03777311527486,0.781362645390317,1.34515928024656,1.01027029165959,1.03956751663067,1.04993033155176,0.984619776741172,1.20820959274868
前月比_販管費(人件費以外),0.624240962732919,1.67962545220757,0.879328797592742,1.11316565973208,1.13275506553588,0.813728225065655,0.978498568564483,1.18532024077504,1.03439594889836,0.977458446780322,1.25433191696353,0.867808000062134
,,,,,,,,,,,,
LYFT,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
売上高,112709.983778902,95530.763293321,121856.652086306,132982.204974649,149497.4815,144072.418318181,165334.952727272,155999.177090909,153300.855181818,151925.939999999,167206.326636363,165074.252318181
原価,45805.3798877697,47381.2115449473,62283.5809560949,56943.1095687243,63031.2436803711,62719.7211944829,71564.8251407292,67085.4798065292,65199.9265204902,63730.9819330074,70579.6129752225,68646.4423386855
粗利,66904.6038911323,48149.5517483736,59573.0711302116,76039.0954059254,86466.2378196288,81352.6971236988,93770.1275865434,88913.6972843798,88100.9286613278,88194.9580669924,96626.7136611411,96427.8099794962
人件費,16024.997,14846.833,15410.437,15843.865,19346.5989999999,19141.263,19883.298,20316.8909999999,21629.709,21082.642,19612.186,21076.259
その他販管費,59432.182,50020.035,54799.96,57182.958,57834.892,69557.969,57159.154,68547.069,65766.443,62539.801,62567.002,68413.848
管理部門コスト,,0,-2.79396772384643e-12,0,0,0,0,0,0,0,0,0
エンジニアコスト,0,0,0,0,0,0,0,0,0,0,0,0
営業利益,-8552.57510886766,-16717.3162516263,-10637.3258697883,3012.27240592541,9284.74681962889,-7346.53487630109,16727.6755865434,49.7372843798511,704.77666132785,4572.51506699243,14447.5256611411,6937.70297949621
粗利率,0.593599623103273,0.504021428160618,0.488878285348084,0.571799026948159,0.57837922720878,0.564665312579349,0.567152474656834,0.569962604562747,0.574693001919906,0.58051283452314,0.577889100280772,0.584148094723039
営業利益率,-0.0758812557869305,-0.174994061340187,-0.0872937643342962,0.0226516954392479,0.0621063761507507,-0.0509919591970503,0.101174466200964,0.000318830427873773,0.00459734331222073,0.0300970003344553,0.086405376828601,0.0420277716365102
1人当たり粗利益,2024.32912452526,1394.32905067577,1645.88606692772,2177.87536258042,2219.49468220372,2006.5202253172,2250.06814951027,2117.27963346414,2070.09330973715,1915.54479768437,2235.78203575632,2346.17542529187
1人当たり営業利益,-258.774820799221,-484.105019726672,-293.888263712087,86.2760639539985,238.329395512292,-181.198304868519,401.390197724582,1.18438151215846,16.5600235280389,99.3124509709225,334.291803067893,168.80055911183
"人数(正社員=1,Intern&Part Time=0.3)",33.0502599999999,34.5324166666666,36.1951366666666,34.9143466666666,38.9576233333333,40.54417,41.6743499999999,41.9943099999999,42.5589166666666,46.0417099999999,43.2183066666666,41.1
前月比_売上,0.618745073144352,0.847580312678593,1.27557498637536,1.09130033279154,1.12419162795878,0.963711340636743,1.14758226909284,0.943534168169731,0.98270297344249,0.991031262153185,1.10057786469093,0.987248841828702
前月比_粗利,0.700175857537437,0.719674715161948,1.23725079397491,1.27640046019657,1.13712870146652,0.940860839734961,1.15263698564244,0.948209195965085,0.990858904219757,1.00106729187868,1.09560360114626,0.997941524925058
前月比_人件費,0.962924948924408,0.926479611821456,1.03796122715194,1.02812561382912,1.2210782533176,0.989386454952625,1.03876625069098,1.02180689541543,1.06461707157852,0.974707611646555,0.930252764335703,1.07465118880679
前月比_販管費(人件費以外),1.24047049738055,0.841632148050697,1.09556020902424,1.04348539670466,1.0114008442865,1.20269903849738,0.821748461344522,1.19923169261742,0.959434793630636,0.950937866595582,1.00043493902387,1.09344935530073
,,,,,,,,,,,,
Engawa,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
売上高,41178.8524595045,43426.1656084394,99818.2896208807,67496.5872955117,64225.556,120264.444,73715.555,81220.555,85812.667,105352.222,84568.889,148105.556
原価,18982.4205733158,20068.7378436346,46120.9738201028,18804.2647408744,21285.5559999999,28654.444,25045.5549999999,30105.5549999999,28668.667,32932.2219999999,28218.8889999999,39225.556
粗利,22196.4318861887,23357.4277648048,53697.3158007778,48692.3225546372,42940,91610,48670,51115,57144,72420,56350,108880
人件費,33747.758,31282.387,28572.884,33851.743,31109.017,31298.354,30590.091,31009.302,28648.2849999999,32429.6707049396,35885.6508347622,29552.46502
その他販管費,21530.022,14942.101,13307.364,12812.508,16509.275,19958.162,16044.47,12291.851,17455.973,15656.693,13324.522,19759.945
管理部門コスト,9040.63105895102,11879.2407464097,13231.4809744484,13746.019577088,21360.2905661097,18686.7094269559,19962.9493834353,21269.4650066902,19474.4082038261,18413.5172534945,19913.5896099061,20360.6196164699
エンジニアコスト,,,,,,,,,,,,
営業利益,-42121.9791727622,-34746.3009816049,-1414.41317367057,-11717.9480224507,-26038.5825661097,21666.774573044,-17927.5103834353,-13455.6180066902,-8434.66620382615,5920.11904156574,-12773.7624446683,39206.97036353
粗利率,0.539025022807927,0.537865303960098,0.537950670210092,0.721404214726499,0.668581210881226,0.761738024581895,0.660240569307251,0.629335763588416,0.66591567419761,0.687408377585049,0.666320684430417,0.735151353808766
営業利益率,-1.02290318104869,-0.800123623506199,-0.0141698798791549,-0.173608007337431,-0.405424011683289,0.180159437423117,-0.243198472607788,-0.165667644190442,-0.0982916217232376,0.0561935849968664,-0.151045645694462,0.264723157067315
1人当たり粗利益,389.777179949929,390.777283470958,883.113399524649,793.238520305284,715.816829130377,1525.04902597294,847.104314215653,914.490419602877,982.471205757146,1188.27041569282,861.606478913755,1770.40650406504
1人当たり営業利益,-739.676824637964,-581.316797593414,-23.2616324951307,-190.895140397402,-434.067433803498,360.690901196334,-312.029410087405,-240.732343870766,-145.016391492232,97.1375630277872,-195.314223290708,637.51171322813
"人数(正社員=1,Intern&Part Time=0.3)",56.9464633333333,59.7717133333333,60.8045533333333,61.3842133333333,59.9874133333333,60.0702,57.4545533333333,55.8945166666666,58.1635366666666,60.9457233333333,65.4010866666666,61.5
前月比_売上,0.265671729878932,1.05457444816231,2.2985747929235,0.676194588705838,0.951537826924632,1.87253254763571,0.612945543572296,1.10181026243375,1.05653879119639,1.22770012497106,0.802725252439383,1.75130071769063
前月比_粗利,0.209550544599795,1.05230551849815,2.29893960676994,0.906792487268643,0.881863869849654,2.13344201210992,0.531273878397554,1.05023628518594,1.11794972121686,1.26732465350692,0.778099972383319,1.93220940550133
前月比_人件費,0.962324503122415,0.926947117494442,0.913385669706087,1.18475065380169,0.918978293082279,1.00608624181214,0.977370599105627,1.0137041436065,0.923861007900145,1.13199344061746,1.10656846198861,0.823517599167317
前月比_販管費(人件費以外),0.865772156988901,0.694012342393333,0.890595238246616,0.962813371603872,1.2885279759435,1.208906024038,0.803905189265424,0.766111376692405,1.4201256588613,0.89692468016535,0.851043192837721,1.48297589962326
,,,,,,,,,,,,
AnyReach,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
売上高,,,,17236.1141452457,19217.731,21275.048,23588.487,26197.515,29149.417,32501.243,36322.316,40697.495
原価,,,,1211.98979926221,366.396,395.707999999998,427.364000000001,461.554,498.478000000002,538.355999999999,581.423999999999,627.938000000001
粗利,,,,16024.1243459835,18851.335,20879.34,23161.123,25735.961,28650.939,31962.887,35740.892,40069.557
人件費,,,,4818.219,0,,,,,,,
その他販管費,,,,15944.5659999999,863.08,,,,,,,
管理部門コスト,,,,0,0,,,,,,,
エンジニアコスト,,,,0,,,,,,,,
営業利益,0,0,0,-4738.66065401645,17988.2549999999,20879.34,23161.123,25735.961,28650.939,31962.887,35740.892,40069.557
粗利率,0,0,0,0.929683118303291,0.980934481807451,0.981400370988587,0.981882517517973,0.982381764071897,0.982899212015115,0.983435833515659,0.983992650688904,0.984570598264094
営業利益率,0,0,0,-0.274926274802115,0.936023872953575,0.981400370988587,0.981882517517973,0.982381764071897,0.982899212015115,0.983435833515659,0.983992650688904,0.984570598264094
1人当たり粗利益,0,0,0,1780.45826066483,1713.75772727272,1606.10307692307,1544.07486666666,1513.88005882352,1364.33042857142,1331.78695833333,1323.73674074074,1335.6519
1人当たり営業利益,0,0,0,-526.517850446273,1635.2959090909,1606.10307692307,1544.07486666666,1513.88005882352,1364.33042857142,1331.78695833333,1323.73674074074,1335.6519
"人数(正社員=1,Intern&Part Time=0.3)",,,,9,11,13,15,17,21,24,27,30
前月比_売上,0,0,0,0.81344632333974,1.11496888672559,1.10705306469322,1.10873954314932,1.11060599181287,1.11267870254106,1.11498775430054,1.11756698043825,1.12045429592099
前月比_粗利,0,0,0,0.908448571119878,1.17643464272823,1.10757885316875,1.10928424940635,1.11117068891694,1.11326478152496,1.11559649057226,1.11819974209463,1.12111239417303
前月比_人件費,0,0,0,1.14392663817663,0,0,0,0,0,0,0,0
前月比_販管費(人件費以外),0,0,0,0.89970466087349,0.0541300402908426,0,0,0,0,0,0,0
